Job Title,Company,Location,No. of Openings,Job Level,Salary,Experience,Job URL,Job Description
Sales & Marketing Executive,Siddhartha Sunrise Industries Pvt. Ltd.,"Itahari,Kathmandu, Hetauda, Narayanghat, Bhairawaha, Dhangadhi, Nepalgunj, Kathmandu District",11,Mid Level,"Nrs. (25K - 30K) Monthly 
                                                                                                            (Negotiable)",2 + years,https://www.kumarijob.com/siddhartha-sunrise-industries-pvt-ltd/58516-sales-marketing-executive,"Sales Strategy Development: Create and implement strategies to drive sales growth, including setting sales goals, forecasting, and planning campaigns.
Marketing Campaigns: Develop and execute marketing strategies and campaigns to increase brand awareness and generate leads.
Market Research: Conduct market research to understand customer needs, competitive positioning, and industry trends.
Team Leadership: Manage a team of sales and marketing professionals, including setting targets, providing training, and ensuring team performance.
Customer Relationship Management: Build and maintain strong relationships with clients and prospects to ensure satisfaction and repeat business.
Budgeting and Forecasting: Manage the budget for sales and marketing initiatives, ensuring that resources are allocated efficiently and cost-effectively.
Collaboration: Work closely with other departments, such as product development and customer service, to ensure the company's goals align across all areas.
Sales Enablement: Provide sales teams with the tools, resources, and support needed to succeed, including training on new products, sales techniques, and customer engagement tactics.
Data Analysis and Reporting: Analyze sales and marketing data to measure the effectiveness of campaigns, identify areas of improvement, and report performance metrics to senior leadership."
Documentation Officer,Star H.R Agency Pvt. Ltd.,"Dhumbarahi , Pipalbot, Kathmandu District",4,Mid Level,"Nrs. (20K - 30K) Monthly 
                                                                                                            (Negotiable)",1 + year,https://www.kumarijob.com/star-hr-agency-pvt-ltd/59217-documentation-officer,"Prepare, verify, and process all recruitment-related documents.
Ensure all documents are complete, accurate, and meet compliance requirements.
Handle visa applications, demand letters, and employment contracts.
Maintain records of job orders, client communications, and recruitment processes."
Door-to-Door Marketing Representative,Broadlink Network and Communication Limited,"Sanepa Indreni Height, Lalitpur, Lalitpur, Lalitpur District",10,Entry Level,"Nrs.  Monthly 
                                                                                                            (Negotiable)",Fresher,https://www.kumarijob.com/broadlink-network-and-communication-limited/59281-door-to-door-marketing-representative,"Visit residential and commercial areas to promote our services
Explain product features, pricing, and benefits to potential customers
Generate leads and close sales through direct marketing
Maintain records of customer interactions and feedback
Meet daily/weekly sales targets"
Various Positions,Machhapuchchhre School,"lalitpur, kusunti, Bagmati, Sarlahi District",25,Mid Level,Nrs. Negotiable Monthly,5 + years,https://www.kumarijob.com/administrator/59699-various-positions,Instruction To Apply :
Various Positions,Machhapuchchhre School,"lalitpur, kusunti, Bagmati, Sarlahi District",25,Mid Level,Nrs. Negotiable Monthly,5 + years,https://www.kumarijob.com/administrator/59699-various-positions,Instruction To Apply :
Various Positions,Praramva World School and college,"Tarkeswor-08, Bagmati, Lalitpur District",32,Mid Level,Nrs. Negotiable Monthly,4 + years,https://www.kumarijob.com/administrator/59678-various-positions,Instruction To Apply :
Various Positions,Bhanubhakta Memorial School,"Panipokhari, Bagmati, Sarlahi District",Not mentioned,Mid Level,Nrs. Negotiable Monthly,3 + years,https://www.kumarijob.com/administrator/59698-various-positions,Instruction To Apply :
Teacher & Staff,REED Model Secondary School/ College,"Swayambhu, Nagarjun, Kathmandu District",Not mentioned,Not mentioned,Nrs. Negotiable Monthly,2 + years,https://www.kumarijob.com/administrator/59339-teacher-staff,"REED Model Secondary School/College, a premier educational institution dedicated for quality education with student centered learning and modern pedagogical approaches seeks applications from highly motivated, competent and academic professional for the following vacant posts."
Various Positions,Saraswati Adarsha Vidyashram,"pokhara -19, Gandaki, Gorkha District",3,Mid Level,Nrs.  Monthly,3 + years,https://www.kumarijob.com/administrator/59701-various-positions,Instruction To Apply :
Principal,Nepal Police School,"Naxal, Bagmati, Sarlahi District",Not mentioned,Not mentioned,Nrs. Negotiable Monthly,Not mentioned,https://www.kumarijob.com/administrator/59747-principal,"This notice is published to inform all concerned that Nepal Police School, Shantipur, Chitwan, is inviting applications from eligible and interested Nepali citizens for the vacant position of Principal. Applications must be submitted within fifteen (15) days from the date of first publication of this notice (Bikram Sambat 2082 Baisakh 09). Applications will be accepted on the following working day if this date falls on a public holiday."
Various Positions,Samudayik Laghubitta Bittiya Sanstha,"sanga, Banepa, Kavrepalanchowk District",Not mentioned,Senior Level,Nrs. Negotiable Monthly,Not mentioned,https://www.kumarijob.com/administrator/59340-various-positions,"Two recent passport-size photographs


Copies of academic certificates


Copy of Nepali citizenship certificate


Verified documents of work experience


Updated bio-data"
Various Positions,Mid-West University GSAF,"Ramghat, Birendranagar, Surkhet District",Not mentioned,Not mentioned,Nrs. Negotiable Monthly,Not mentioned,https://www.kumarijob.com/administrator/59511-various-positions,"Position: Assistant Professor


Subject: Organic Agriculture


Number of Positions: 1


Minimum Qualification: Master’s degree in Organic Agriculture or a relevant subject with at least 50% marks or CGPA 2.50 from a recognized academic institution"
Various Positions,Saraswati Adarsha Vidyashram,"pokhara -19, Gandaki, Gorkha District",3,Mid Level,Nrs.  Monthly,3 + years,https://www.kumarijob.com/administrator/59701-various-positions,Instruction To Apply :
Principal,Nepal Police School,"Naxal, Bagmati, Sarlahi District",Not mentioned,Not mentioned,Nrs. Negotiable Monthly,Not mentioned,https://www.kumarijob.com/administrator/59747-principal,"This notice is published to inform all concerned that Nepal Police School, Shantipur, Chitwan, is inviting applications from eligible and interested Nepali citizens for the vacant position of Principal. Applications must be submitted within fifteen (15) days from the date of first publication of this notice (Bikram Sambat 2082 Baisakh 09). Applications will be accepted on the following working day if this date falls on a public holiday."
Various Positions,Lok Sewa Aayog,"Kathmandu, Bagmati, Sarlahi District",Not mentioned,Not mentioned,Nrs. Negotiable Monthly,Not mentioned,https://www.kumarijob.com/administrator/59735-various-positions,"Dhankuta, Ilam, Khotang, Janakpur (Jaleshwar), Kathmandu, Hetauda, Pokhara, Baglung, Butwal, Dang, Surkhet, Jumla, Dipayal, Mahendranagar.


For positions advertised by the Jaleshwar office, exams will also be conducted in Lahan (Siraha) and Birgunj (Parsa).


For the Surkhet office, an additional exam center will be established in Humla district headquarters.


For the Jumla office, an additional center will be in Dolpa district headquarters."
